Evaluator,Reviewer 1,Reviewer 2,id,viewcount,title,body,tags,answercount,url,Irrelevant,Category,Main Problem
M,P,,56154192,84,RegEx for substituting only to the left of LaTeX comments,"<p>The file that I am transforming (LaTeX) contains comments, which lie to the right of a %. Any non-escaped percent sign marks a comment.</p>

<p>Using perl, I want to perform regex substitutions, say </p>

<pre class=""lang-perl prettyprint-override""></pre>

<p>but only in non-commented text. Thus the lines </p>

<blockquote>
 <p>One dog ate a rat but 5\% of dogs ate the apple % dog??</p>
 
 <p>My dog is smarter than your honor student</p>
</blockquote>

<p>would be transformed to</p>

<blockquote>
 <p>One CAT ate a rat but 5\% of CATs ate the apple % dog??</p>
 
 <p>My CAT is smarter than your honor student</p>
</blockquote>

<p>Here, of course, is how to match a non-escaped percent sign:</p>

<pre></pre>

<p>This must be a well-known question but I did not find the right search terms to find the answer. Can one not do this in perl with a single regex? Obviously, my substitution regex would substitute <strong>every</strong> with , even in comments.</p>",regex perl latex comments tex,4,https://stackoverflow.com/questions/56154192,1,,
M,P,,41369289,77,How to enter Comment in Android app pop up using Appium,"<p>I am working on an automation Android app using Appium and Java. In my app when I click on Finish button there is a pop up. This pop up requires me to enter some text data. Then a click on the send button finishes the task.</p>

<p>I am unable to enter a comment.</p>

<p>Can someone please help me out?</p>

<p>Here is the code I am using:</p>

<pre></pre>

<p>Here is a <a href=""https://i.stack.imgur.com/xiSLL.png"" rel=""nofollow noreferrer"">Screenshot</a> to help:</p>

<p><a href=""https://i.stack.imgur.com/xiSLL.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/xiSLL.png"" alt=""Screenshot""></a></p>",android popup comments appium,1,https://stackoverflow.com/questions/41369289,1,,
M,P,,56205237,62,Unable to maintain code structure when removing comments,"<p>I'm trying to replace all kinds of comments (single, inline &amp; multiline). The initial regex worked absolutely fine when &amp; didn't occur between any kind of quotes, or . When I modified the regex a bit to handle and exclude the occurances of // between quotes, its failing and messing up the initial code structure as well.</p>

<p>Here was my initial regex (Regex:1): </p>

<p>Here was the regex I tweaked to try and handle the single line comments inside quotes (Regex:2): </p>

<p>Consider this sample data:</p>

<pre></pre>

<p>Actual result of Regex:1 =></p>

<pre></pre>

<p>Actual result of Regex:2 =></p>

<pre></pre>

<p>Expected Result =></p>

<pre></pre>",java regex scala comments,1,https://stackoverflow.com/questions/56205237,,Implementation Problems,Language | Process comments
M,P,,47089022,57,Organize import disturbs comments,"<p>I've commented code like below :</p>

<pre></pre>

<p>However, after it disturb the import and look like this : </p>

<pre></pre>

<p>This eats my time as every time I uncomment code I have to remove extra *. </p>

<p>How to not let eclipse do this?</p>",java eclipse comments code-formatting,1,https://stackoverflow.com/questions/47089022,,Implementation Strategies,IDE & Editor | Syntax & Format | Block comments
M,P,,21392081,53,How do I modify my code to skip comments when counting number of lines? C++,"<p>I know this statement below lets me skip spaces when I am counting number of lines in my code, but I need to modify this to detect if a ""//"" is at the beginning of the line it'll skip it also. </p>

<p>Thank you for any advice.</p>

<pre></pre>",comments,1,https://stackoverflow.com/questions/21392081,,Implementation Strategies,Language | Process comments
M,P,,27719146,51,wordpress site comments section are not displaying,"<p>I have migrated my website &amp; using Avada theme.
I can see my comment section isn't showing.It shows comments are closed though I have allow comment from the discussion area.</p>",wordpress comments,1,https://stackoverflow.com/questions/27719146,1,,
M,P,,20506386,48,Making comments go to right posts,"<p>I have a basic and working posting and comment system in PHP, but im wondering how I can make the comments that are being submitted go to the right post where they belong?</p>

<p>For example, how do I tell the database to show the comments for this topic, and not for all the other topics?</p>

<p>I did a couple searches and didn't find anything i was looking for.</p>

<p>Thanks</p>",php sql comments,1,https://stackoverflow.com/questions/20506386,1,,
M,P,,39363360,44,Facebook comments on multiple site,"<p>I have 2 version of my site. They are m.example.com and example.com. So I added facebook comment plugin to both of them, but if user writes comment one of them, this comment will not seen in another. </p>

<p>I write some comments on example.com. So I want to see these comments also in m.example.com. What can I do ?</p>",php facebook comments facebook-comments facebook-social-plugins,1,https://stackoverflow.com/questions/39363360,1,,
M,P,,51405823,37,Comments that only you can see,"<p>Is there a way in PhpStorm to comment a file but not have those comments pushed up in a commit? Like an annotation of sorts.</p>

<p>I want to make some notes to self, but the rest of the team won't need them to understand what I have done.</p>",version-control phpstorm comments commit,2,https://stackoverflow.com/questions/51405823,,Limitation and Possibilites,Tool | Asking for Feature
M,P,,56076686,33,Emacs inline comment columns: what on earth is going on?,"<p>I'm currently working in Python, but I don't think this is specifically a Python issue – I've been confused by this in, e.g., Java as well. I'm using Aquamacs on a Mac, but that shouldn't matter either.</p>

<p>I'm getting tired of the craziness in placement of inline comments. I've tried reading the relevant documentation, but I can't figure it out. Can someone help me decipher what is going on?</p>

<p>Below is an example, where I started an experiment with all the inline comments aligned (manually), with the in column 39. Then, for each of the lines containing an inline comment from top to bottom, I placed the cursor on that line and did . The result was what you see below. The first two comments were placed in column 42, the next two in column 49, and the final three stayed where they were in column 39.</p>

<p>The value of is 48 in the buffer.</p>

<pre></pre>",emacs comments,1,https://stackoverflow.com/questions/56076686,,Implementation Problems,IDE & Editor | Syntax & Format | Inline comments
M,P,,56437997,23,"Like button will jump to the new page, how to change it to modal mode","<p>I am learning django-comments-xtd, when I click on the Like button, it will jump to the new page. </p>

<p>How do I make this new page popup on the current page in a modal way?</p>

<p>Thank you.</p>

<p> content:</p>

<pre></pre>

<p>The like button is pointing to a link:</p>

<pre></pre>",django comments,1,https://stackoverflow.com/questions/56437997,1,,
M,P,,58678042,19,How to add nofollow noopener in rel of Wordpress comments,"<p>By default, I am getting WordPress comment's external URL as . But, I want to make it in my theme without plugins. 
Please help me.</p>",wordpress comments nofollow,2,https://stackoverflow.com/questions/58678042,1,,
M,P,,1329338,4403,XML Comments not showing on Vb.Net,"<p>I am using something similar to this and it will not display the Summary or Remarks when I am attempting to use the Intellisense for this function? </p>

<pre><code>''' &lt;summary&gt;
''' Summary
''' &lt;/summary&gt;
''' &lt;param name=""param""&gt;The Parameter.&lt;/param&gt;
''' &lt;remarks&gt; Remarks &lt;/remarks&gt;
</code></pre>

<p>any ideas?</p>",vb.net documentation comments,2,https://stackoverflow.com/questions/1329338,,Implementation Problems,IDE & Editor | Using Feature | Display comments
M,P,,11517907,1999,Howto add documentation comment in PyCharm IDE,"<p>In PhpStorm you can write <code>/**</code> before any function/method/class and after pressing enter key and you will get autocompleted doc comment, that contain params, exception and return statements.
Similar functionality exists in PyCharm? I have tried to write <code>'''</code> but it's don't work for me.</p>",documentation comments pycharm,4,https://stackoverflow.com/questions/11517907,,Implementation Strategies,IDE & Editor | Shortcut | Add comments
M,P,,1268722,1733,How do I put code examples in .NET XML comments?,<p>What tags can I use for putting code examples in .NET <code>///</code> XML comments? </p>,.net xml documentation comments,4,https://stackoverflow.com/questions/1268722,,Implementation Strategies,Language | Syntax & Format | Add information
M,P,,35600378,318,highlight python docstrings as comments with emacs,"<p>Is it possible to customise emacs such that python docstrings are highlighted the same way as comments are? Here is an example of a python docstring</p>

<pre><code>def python_function(argument):
 """"""
 doc string here

 may be multiline
 """"""
 return some_func(argument)
</code></pre>",python emacs documentation comments syntax-highlighting,4,https://stackoverflow.com/questions/35600378,,Limitation and Possibilites,Tool | Asking for Feature
M,P,,798987,306,What is a good XDOC (or C# equivalent) style of program/plug-in for SQL Server?,<p>I'm looking for a way to properly comment my stored procedure code so that I can extract the information into useful documentation ala something like XDOC (or C# equivalent). Something that's preferably lightweight would be ideal.</p>,sql-server sql-server-2005 documentation comments xdoc,4,https://stackoverflow.com/questions/798987,,Best practice,Document database
M,P,,11074313,72,How to document 3rd party libs modifications?,"<p>Sometimes I need to modify a third party library for my specific needs. It can be bug fixes, performance improvements, adding features etc.</p>

<p>For instance I included JSoup and Android Support Library sources into my project and made several changes. I also did the same thing with 2 Java files from Android source code.</p>

<p>How should I document this?</p>",java documentation comments,2,https://stackoverflow.com/questions/11074313,1,,
M,P,,33270576,116,How should documentation refer to the plural of a type name?,"<p>In commenting or documenting code, I often find it useful to refer to the plural of a type's name, but I am unsure what is the most readable and least ambiguous way to do this. For instance, if I have a class named Dog, it might seem natural to say ""All Dogs have woof() methods"". But what if I also have a class named ""Dogs"" that can contain multiple instances of type Dog. Is it confusing to say ""Dogs"" in reference to multiple things of type Dog as opposed to a single thing of type Dogs?</p>

<p>Note that I am not asking what the type naming convention should be, but how to refer to the type in comments or documentation external to the code.</p>

<p>I have found English grammar rules that sometimes allow 's to be used in forming a plural. For instance, ""Do's and Don'ts"", or ""I got all A's"", but it doesn't look right to me to say ""All Dog's have woof() methods"". This may seem like a silly question, but it has caused me grief many times over the years.</p>",types documentation comments naming,6,https://stackoverflow.com/questions/33270576,,Best practice,Commenting High levels |  Grammar Rules
Seba,P,,57495055,39,What are the main points that must be documented for a data integration project?,"<p>I am working on a data integration project using Talend.</p>

<p>I have many input sources heterogeneous, I make transformations and I save output data to many output sources. Actually, I am doing Extraction, Transformation and Load (ETL).</p>

<p>My Talend Job is executing everyday on a linux server (the production). I have a development and test environment on a windows VM, ... In fact, I have many things I want to document and I don't really know how. I used to document web development projects (just the frontend), but not data integration projects.</p>

<p>Can you guys help me with some keywords, examples, templates, so that I can make a clear documentation for my client ?</p>

<p>Thanks in advance :)</p>",documentation talend data-integration,1,https://stackoverflow.com/questions/57495055,,Best practice,Language | Syntax & Format | Write project documentation
Seba,P,,40784375,29,Microsoft TFS: Force documentation on checkin,"<p>Is there a way to deny checkin of undocumented code-files?</p>

<p>Thanks in advance guys.</p>",tfs documentation customization rules,1,https://stackoverflow.com/questions/40784375,,Limitation and Possibilites,IDE & Editor | Asking for Feature | Detect undocumented code files
Seba,P,,55810940,28,Where can I find the railroad diagrams for drools documentation in a larger size,"<p>I'm trying to read the railroad diagrams in the drools documentation. I'm specifically looking at <a href=""https://docs.jboss.org/drools/release/7.20.0.Final/drools-docs/html_single/index.html#_railroad_diagrams"" rel=""nofollow noreferrer"">section 6.8.3.9</a> and the size of the images is so small that I am unable to read the text and diagram notations clearly. </p>

<p>Where can I find these same images in a larger size? </p>",jboss documentation drools,1,https://stackoverflow.com/questions/55810940,1,,
Seba,P,,203618,12894,How to name variables,"<ul>
<li>What rules do you use to name your variables?</li>
<li>Where are single letter vars allows?</li>
<li>How much info do you put in the name?</li>
<li>how about for example code?</li>
<li>what are your preferred meaningless variable names? (after foo &amp; bar)</li>
<li>why are they spelled <a href=""http://en.wikipedia.org/wiki/Foobar"" rel=""noreferrer"">""foo"" and ""bar""</a> rather than <a href=""http://en.wikipedia.org/wiki/FUBAR"" rel=""noreferrer"">FUBAR</a></li>
</ul>",language-agnostic naming convention,48,https://stackoverflow.com/questions/203618,1,,
Seba,P,,5126230,10630,Android activity naming,"<p>I'm running into more and more naming clashes between Android activities and other classes. I was wondering if you could tell me how you avoid these. Sadly, my particular naming problems are not covered in the related questions on SO.</p>

<p><strong>First example</strong></p>

<p>I have an activity that displays a level of the game. However, the data required for that level (background artwork, entities etc.) is stored in a separate class. Naturally, I would call the latter class <code>Level</code>. However, I would call the activity <code>Level</code> as well, because it displays levels.</p>

<p><strong>Second example</strong></p>

<p>I have an activity that plays back a cut scene. It basically displays several images in a row. The information which image is shown for how long is stored in a separate class. As in the previous case, I would naturally call both classes <code>CutScene</code>.</p>

<p>How would you solve these naming issues? Name the activities <code>LevelActivity</code> and <code>CutSceneActivity</code>? Name the representation classes <code>LevelModel</code> and <code>CutSceneModel</code>? Something else?</p>",android android-activity naming-conventions naming,2,https://stackoverflow.com/questions/5126230,1,,
Seba,P,,6993888,4113,"in javascript do, what is correct way to get FORM name?","<p>in a form, <code>form.name</code> will <em>usually</em> return the form's name, but will <em>not</em> if the form has an element named ""name""</p>

<pre>
var f = document.createElement('form');
f.hasAttribute('name'); // false
f.name = 'abc';
f.getAttribute('name'); // ""abc""

var i = document.createElement('input');
i.name = 'name';

f.appendChild(i);
f.name; // HTMLInputItem
f.getAttribute('name') // ""abc""
f.name = 'efg';
f.name; // HTMLInputItem
f.getAttribute('name') // ""efg""
</pre>

<p>from this exercise, it seems that a FORM's <code>name</code> property is really its attribute.</p>

<p>this behavior is drastically different from <code>value</code></p>

<pre>
var i1 = document.createElement('input');
var i2 = document.createElement('input');

// test value
i1.setAttribute('value','value1');
i1.getAttribute('value'); // value1
i1.value = 'value2';
i1.getAttribute('value'); // value1

i2.value = 'value1';
i2.hasAttribute('value') // false

// test name
i.setAttribute('name','name1');
i.getAttribute('name'); // name1
i.name = 'name2';
i.getAttribute('name'); // name2

i2.name = 'name1';
i2.hasAttribute('name') // true
</pre>

<p><code>value</code> uses its attribute as a default, whereas <code>form.name</code> is a method that first tries elements having <code>element.name='name'</code> and then uses the <code>attribute('name')</code></p>",javascript dom attributes naming,2,https://stackoverflow.com/questions/6993888,1,,
Seba,P,,3867574,2006,What should I name a DateTime property?,"<p>If I have a class that stores a DateTime:</p>

<pre><code>class LogEntry
{
 readonly DateTime dateTime;

 public LogEntry(DateTime dateTime)
 {
 this.dateTime = dateTime;
 }

 public DateTime ?????
 {
 get
 {
 return dateTime;
 }
 }
}
</code></pre>

<p>What should I name the DateTime property? Or should I split the property into 2 properties: 1) Date 2) Time?</p>

<p>edit: I was looking for a property name that provides inference that its value is both a date and a time, not a property specific to log entries (e.g., DateCreated doesn't provide any inference that it also shares the time the entry was created and vice versa).</p>",c# naming,12,https://stackoverflow.com/questions/3867574,1,,
Seba,P,,1359384,1565,"Will bad things happen to me if I name my arrays, collections, lists, enumerables, etc. just the plural of what they contain?","<p>I have always thought it was ""best practice"" to be explicit in naming my collection variables. So, if I had a collection of Car objects, I would typically name a <code>Car[]</code> <code>carArray</code> and a <code>List&lt;Car&gt;</code> <code>carList</code>.</p>

<p>And then 99% of the time, I end up just doing something like...</p>

<pre><code>foreach (Car car in carArray)
{
 ...
}
</code></pre>

<p>...and I'm thinking, I could have just called the array <code>cars</code>, and it wouldn't have made any difference.</p>

<p>And now that we have <code>IEnumberable&lt;T&gt;</code>, I'm actually faced with the question of whether I might consider writing something like <code>carIEnumerable</code>? or <code>carEnumerable</code>. So far, the answer has been ""no"".</p>

<p>My thinking here is that the type of collection <em>often</em> doesn't matter, and when it does, is still doesn't matter if the collection type is written into the variable name. I just had a case where I had to switch from an <code>IEnumerable&lt;Car&gt;</code> to a <code>List&lt;Car&gt;</code> because I needed ""bracket access"" to the items (e.g., <code>carList[3]</code>). In that case, the two collection types do not behave the same, but would naming the variable <code>cars</code> have been a problem here?</p>

<p>Not to add another layer of complexity to this question, what happens if I use <code>var</code>? E.g.,</p>

<pre><code>var cars = GetCars();
</code></pre>

<p>I can certainly tell <code>cars</code> is some kind of collection. I can iterate it. If I'm using LINQ, I can use extension methods. More importantly, if I later change up the type of collection, there would be much less code to mess with. <code>var</code> would still be <code>var</code> and <code>cars</code> would still be <code>cars</code>. That seems very appealing to me, and I having trouble seeing much disadvantage.</p>

<p>So, just to make sure my question is clear: How do you name your collection variables and why? Is there a serious readability or clarity cost to just ""pluralizing"" the name of the item?</p>",c# linq naming-conventions naming,12,https://stackoverflow.com/questions/1359384,1,,
Seba,P,,41534039,884,calling jni function from outside of corresponding java class,"<p>it's known that jni function usually named as follows (from Oracle docs):</p>

<blockquote>
 <p>Dynamic linkers resolve entries based on their names. A native method name is concatenated from the following components:</p>
 
 <ul>
 <li>the prefix Java_ </li>
 <li>a mangled fully-qualified class name </li>
 <li>an underscore (“_”) separator </li>
 <li>a mangled method name</li>
 </ul>
</blockquote>

<p>So method's name always should contain corresponding Java class name and cannot be called from outside of this class. In case u're call this method from other class Android studio inspector gives the warning like this:</p>

<blockquote>
 <p>Reports native method declarations in Java where no corresponding JNI function is found in the project.</p>
</blockquote>

<p>And if u run that u will receive <em>java.lang.UnsatisfiedLinkError: Native method not found</em> exception.</p>

<p>And thus my question is: how to create shared library with native functions, which could be called from <strong>any</strong> Java class?</p>

<p>To be more concrete. I have Java class MyActivity. And i need to call some jni function from this class. As i understand according Oracle doc that function should be named smth like Java_xxx_yyy_zz_MyActivity_func1. Then imagine, that i also want to call this function from another android app. I copy my lib*.so to libs folder but i will not be able to call my func1, coz native function will not be found. For possibility of using that function in new app i need to create the same folders hierarchy that is xxx/yyy/zzz and class MyActivity there and after that i will be able to call func1 but only from that MyActivity class. But what should i do if i want to call that fron another class?</p>",android function java-native-interface naming,1,https://stackoverflow.com/questions/41534039,,Implementation Strategies,Other
Seba,P,,45135390,486,Package naming in a Spring java app,"<p>I'm developing a small web app with Spring and java. And came up with a question about package names.</p>

<p>I have a layer separation app, having:</p>

<p>-the ""web"" layer with my controllers
-the ""domain"" layer with my model
-the ""connector"" layer, in charge of doing http communication with external web services
-the ""service"" layer, with contains my bussiness and app logic.</p>

<p>I have transformers, comparators used for sorting and other classes, all are used inside my service layer, because are part of the bussiness logic. My question is, should the transformers be inside the service package, something like ""service.transformer"", and same with ""servcice.sorting"", or should they be a completely separated package, outside the ""service"" package?</p>

<p>I'd like to hear your opinions</p>",java spring package naming-conventions naming,1,https://stackoverflow.com/questions/45135390,1,,
Seba,P,,48888565,479,Build Automation - Naming Best Practices,"<p>Relative to Build Definition Names, I have this setup of builds in Team Foundation Server</p>

<p>Family > Iteration (branch) > Application</p>

<p>I am trying to establish a uniform nomenclature for the build definitions, and since currently we have the concept on Folders in TFS vNext, I was looking for something like this:</p>

<p>Family Folder > Iteration Folder > Family.Iteration.Application</p>

<p>Where 
Family is something like Office365
Iteration is something like Alfa1, 2017.1, etc
Application is something like word</p>

<p>In this example would look like
Office365 > Alfa1 > Office365.Alfa1.Word</p>

<p>What do you guys think of this? What are the best practices in naming builds? How would you do it?</p>

<p>Thanks</p>",tfs build build-automation naming vnext,1,https://stackoverflow.com/questions/48888565,1,,
Seba,P,,739694,300,Tools for keeping unit tests organised and named correctly,"<p>I have been trying to clean up the naming and organisation conventions of our projects' unit and integration tests. We are using C#, NUnit, Visual Studio and Resharper.</p>

<p>It seems that if there is one best practice for unit test organisation it is that the layout and naming of the test classes and namespaces should mirror those of the code under test. As a consequence the file structure will also be replicated.</p>

<p>Wouldn't it be nice to have a tool that could automatically enforce and help refactor code to conform to these conventions? Does a tool like this exist?</p>

<p>For example, it would be simple for Resharper to recognise that OrderTest is a test fixture for the Order class. It could then ensure that the Order class exists and that it is in the same namespace. If the Order class underwent refactoring and was renamed, the OrderTest class should also be renamed.</p>",c# unit-testing naming refactoring,3,https://stackoverflow.com/questions/739694,1,,
Seba,P,,1087136,260,Grouping in a namespace vs. prefixing Classes,"<p>imagine a situation where you have an application that needs to import data from different sources. For each of these sources exists a seperate model (often not related to the others).</p>

<p>So let's say i have my software component X which does all the importing, the namespace is correspondingly X. In X i have all my different parsers and importers, so maybe one for txt files, another for xls files etc.</p>

<p>Which style do you prefer:</p>

<pre><code>X.XlsParser
X.XlsModelObject
X.TxtParser
X.TxtModelObject
</code></pre>

<p>vs.</p>

<pre><code>X.Xls.Parser
X.Xls.ModelObject
X.Txt.Parser
X.Txt.ModelObject
</code></pre>

<p>or should i just put the model (2-4 entities) for the corresponding source into a sub namespace?</p>

<pre><code>X.XlsParser
X.Xls.ModelObjectA
X.Xls.ModelObjectB
X.TxtParser
X.Txt.ModelObjectA
X.Txt.ModelObjectB
</code></pre>

<p>I don't want to clutter a single namespace with all those unrelated classes, however i also don't want to have issues like figuring out which parser my code is referencing (would have to look usings).</p>

<p>What do you think about</p>

<pre><code>X.Xls.XlsParser
</code></pre>

<p>some kind of doubles the work.</p>

<p>What naming conventions do you adhere to?</p>",architecture naming-conventions namespaces naming prefix,4,https://stackoverflow.com/questions/1087136,1,,
Seba,P,,18034397,241,"If a method only does something if a condition is true, should I indicate that in the method name?","<p>Let's say I have this setup in Ruby on Rails:</p>

<pre><code>class A &lt; ActiveRecord::Base
after_create :perform_some_action
#...
private
def perform_some_action
 if some_condition_met?
 #take some action
 end
end
</code></pre>

<p>Should I add something to the method name, <code>perform_some_action</code>, to indicate that it depends on a condition?</p>",naming-conventions naming,1,https://stackoverflow.com/questions/18034397,1,,
Seba,P,,32214082,150,EUCALYPTUS Set machine name using euca-run-instances,"<p>I have read the Eucalyptus documentation ( <a href=""https://www.eucalyptus.com/docs/euca2ools/3.0/euca2ools-guide/euca-run-instances.html#euca-run-instances"" rel=""nofollow"">https://www.eucalyptus.com/docs/euca2ools/3.0/euca2ools-guide/euca-run-instances.html#euca-run-instances</a> ) as well as searched on Google as well as in this site to following question and could not find a solution.</p>

<p>Is there a way to set a human readable server name when setting up a new server (currently a lengthy <code>UID</code> is arbitrarily set as the server name)?</p>

<p>Situation: I am setting up a specific server and the name of the instance in our <code>IAAS</code> cloud, The assigned server name is a generic <code>UID</code>. </p>

<p>I would like to be able to specify the instance name for a number of valid reasons but am unable to find a way to do this.</p>

<p>Via Command Line (will convert to script for rollout to prod):</p>

<pre><code>euca-run-instances -n 1 -g &lt;nameofSecurityGroup&gt; -k &lt;NameofValidKey&gt; -t &lt;instanceType i.e. c1.medium&gt; $&lt;VariableHolding_InstanceID&gt;
</code></pre>

<p>This runs successfully but the <code>UID</code> set as the Server Name is unhelpful for the users/clients/admins. </p>

<p>RESTATED: Is there any way to set a name for this new instance that is human friendly?</p>

<p>Please advise any reasonable thoughts or suggestions.</p>

<p>Thank you.</p>

<p>Jim</p>",server instance rename naming eucalyptus,1,https://stackoverflow.com/questions/32214082,1,,
Seba,P,,47865859,144,"API naming Conventions, same resource noun in the URI","<p>I'm working on a project for a mobile device, and trying to keep to an API standard as this will be a an API used by others.
Is it appropriate to use the same resource noun in the same resource URI?</p>

<p>For example, for an API that will check if a particular device should be blacklisted from our service:
<strong>v1.0/device/blacklist/device/</strong></p>

<p>Is it appropriate to use <strong>device</strong> twice here? I can't seem to find anywhere that mention if this is an appropriate thing to do for API naming conventions.
Thanks.</p>",rest api mobile naming conventions,2,https://stackoverflow.com/questions/47865859,,Best practice,Other
Seba,P,,3357845,126,Iterating variables to change its features in Python,"<p>I assigned values with setattr() function in a loop: </p>

<pre><code>for i in range(30):
 for j in range(6): 
 setattr(self, ""e""+str(i)+str(j), Entry(self.top))
</code></pre>

<p>, then I want to apply .grid() func. to all these variables with a loop. </p>

<p>For example, </p>

<pre><code>self.e00.grid(row= 0, column= 0)
</code></pre>

<p>How can I do that?</p>",python variables loops naming,3,https://stackoverflow.com/questions/3357845,1,,
Seba,P,,19254973,122,Naming convention for controller used to parse a page in Rails,"<p>I want to have a page where a User can enter a URL and on the back the page will be parsed and show back some information found in the page.</p>

<p>I am wondering what would be a naming convention for this case, given the fact that there is no model associated with this. It is just a pure processing of a URL and show some information back.</p>

<p>I was thinking giving the controller the name <strong>ParseController</strong>, but I am also thinking about the convention of giving plural names for controllers.</p>",ruby-on-rails naming convention,2,https://stackoverflow.com/questions/19254973,1,,
Seba,P,,34759746,104,What is the reason for the name `weak_ptr::lock()`?,"<p>Many of our developers don't understand what creating a <code>shared_ptr</code> from a <code>weak_ptr</code> has to do with locking things. By them, the term 'lock' is associated with mutexes first.</p>

<p>It could have been called <code>use</code> or <code>safeguard</code> or <code>lease</code> or <code>promote</code> for instance... but hey, it isn't, and it's our responsibility to learn the standard.</p>

<p>But to them, this is so bad an issue that another class that copied this idiom had to be renamed, causing numerous lines of code to follow the rename. Now we have sacrificed consistency with the standard for just a little intuitivity.</p>

<p>Does anyone know how the choice for the name <code>lock()</code> was made?</p>",c++ shared-ptr terminology naming weak-ptr,1,https://stackoverflow.com/questions/34759746,1,,
Seba,P,,55692544,101,Prepend StackName to Cloudformation resources,"<p>I want to have multiple stacks based on a single CloudFormation template, but I'm getting naming conflicts. The simplest way to resolve this would seem to be prepending (or appending) the <code>StackName</code> to each of the repeated resources, e.g. my lambda functions or roles.</p>

<p>AWS talks about <code>AWS::StackName</code> in the <a href=""https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/pseudo-parameter-reference.html#cfn-pseudo-param-stackname"" rel=""nofollow noreferrer"">'Template Reference' section of the documentation</a>, but there's no clear demonstration of how to do this.</p>

<p>How can I prepend the <code>StackName</code> to a CloudFormation resource?</p>

<pre><code>MyLambdaFunction
 Type: ""AWS:Serverless::Function""
 Properties:
 FunctionName: AWS::StackName + ""-myLambdaFunction""
</code></pre>",amazon-web-services amazon-cloudformation naming,2,https://stackoverflow.com/questions/55692544,1,,
Seba,P,,16203595,78,How do you get the user to name an array in Java?,"<p>I know how to name an array when writing a program in Java, but how do I write it to where it ask the user for the name of the array?</p>",java arrays naming,2,https://stackoverflow.com/questions/16203595,1,,
Seba,P,,36919601,37,Naming methods to generic arguments,"<p>I am going over some code and I am adding some interfaces so i can make sure all the classes follow the same basic guidelines.<br>
Now I have an interface called Uni &lt; T > which takes exactly one generic argument.<br>
Say I have a class which implements Uni&lt; Foo > then I would like that class to have this method <code>public foo getFoo(){};</code><br>
Is there any way to add this method to the interface? I would prefer if i could do something like this in my interface <code>public T getT();</code> and the second T gets replaced by the generic argument.</p>

<p>I can't just call it ""get"" because I would like some classes to implement multiple versions of Uni. <code>public Example implements Uni&lt;Foo1&gt;,Uni&lt;Foo2&gt;</code> </p>

<p>I know I can give the function 'get' an argument Foo or Class but I'd rather not so I thought I'd ask here.
(I would also mess up the naming convection if i did this)</p>",java generics naming,2,https://stackoverflow.com/questions/36919601,1,,
Seba,P,,57514639,23,problem with naming shape in vba excel when i want to use for i loop,"<p>as you can see in the code i want to create 2 shapes and group them together and do it 10 times with ""for loop"" for naming the shapes, but there is a problem with array() which doesn't accept variant and it will stop at 1st loop </p>

<pre><code>Sub DRAWSHAPEs()
 myDocument = Worksheets(3)
 For i = 1 To 10
 For j = 11 To 20
 With myDocument.Shapes.AddShape(msoShapeRectangle, 100, 150, 50, 70)
 .Name = i
 .Line.Weight = 4
 .Line.ForeColor.RGB = RGB(0, 0, 0)
 .Fill.ForeColor.RGB = RGB(255, 255, 255)
 .IncrementRotation 0
 With myDocument.Shapes.AddShape(msoShapeRectangle, 104, 145, 42, 78)
 .Name = j
 .Line.Weight = 4
 .Line.ForeColor.RGB = RGB(255, 255, 255)
 .Fill.ForeColor.RGB = RGB(255, 255, 255)
 .IncrementRotation 0
 With myDocument.Shapes.Range(**Array(i, j))**.Group
 End With
 End With
 End With
 Next j
 Next i
 End Sub
</code></pre>

<p>run time error 1004 
 application defined or object defined</p>",arrays excel vba naming,1,https://stackoverflow.com/questions/57514639,1,,
Seba,P,,390481,64915,Is while (true) with break bad programming practice?,"<p>I often use this code pattern:</p>

<pre><code>while(true) {

 //do something

 if(&lt;some condition&gt;) {
 break;
 }

} 
</code></pre>

<p>Another programmer told me that this was bad practice and that I should replace it with the more standard:</p>

<pre><code>while(!&lt;some condition&gt;) {

 //do something

} 
</code></pre>

<p>His reasoning was that you could ""forget the break"" too easily and have an endless loop. I told him that in the second example you could just as easily put in a condition which never returned true and so just as easily have an endless loop, so both are equally valid practices.</p>

<p>Further, I often prefer the former as it makes the code easier to read when you have multiple break points, i.e. multiple conditions which get out of the loop.</p>

<p>Can anyone enrichen this argument by adding evidence for one side or the other?</p>",while-loop readability,22,https://stackoverflow.com/questions/390481,1,,
Seba,P,,5155903,20641,What color scheme is best for sunlight readability?,"<p>With screen types aside (backlit LCD, OLED, matte, glossy, etc...), what color scheme provides the most readability in direct sunlight? </p>

<p>I have not been able to find much on this in a day of Googling. The Kindle uses black on grey. I've seen light grey used on black for some mobile apps claiming good sunlight readability. With how prolific mobile apps are, I am surprised that there is not more on this subject within easy searching distance.</p>

<p>I went so far as to make a bunch of test swatches in paint and go outside and flip through them. It is mostly cloudy outside today so it wasn't direct sunlight but, from that quick subjective test Black on White was the best with White on Black, Black on Yellow and Black on Light Grey still pretty readable.</p>",readability color-scheme,1,https://stackoverflow.com/questions/5155903,1,,
